388,11,35331,Appetizers
389,11,925252,Appetizers
390,11,36569,Drinks
391,11,906359,Drinks
392,11,3263822,MainDishes
393,11,931807,Appetizers
394,11,56939,Appetizers
395,11,3260311,Appetizers
396,11,39381,Appetizers
397,11,905723,Drinks
398,11,920479,Drinks
399,11,412915,Drinks
400,11,3267224,Drinks
401,11,75,MainDishes
433,19,3183477,Drinks
434,19,3224208,Drinks
435,19,3194118,MostlyMeat
436,19,906459,MostlyMeat
437,19,905976,Appetizers
438,19,36569,Drinks
